A	A3	11	20	 20 	 39
A	B	0	20	 20 	 39
A	C	1	20	 20 	 39
A	C3	11	20	 20 	 39
A	D	0	20	 20 	 39
A	D3	12	20	 20 	 39
A	E	1	20	 20 	 39
A	E3	11	20	 20 	 39
A	F	0	20	 20 	 39
A	F3	11	20	 20 	 39
A	G	2	20	 20 	 39
A	H	1	20	 20 	 39
A	H3	11	20	 20 	 39
A	I	0	20	 20 	 39
A	I3	11	20	 20 	 39
A	J	0	20	 20 	 39
A	K	0	20	 20 	 39
A	L	12	20	 20 	 39
A	M	0	20	 20 	 39
A	N	12	20	 20 	 39
A	T	2	20	 20 	 39
A	U	1	20	 20 	 39
A3	B	11	20	 20 	 39
A3	C	11	20	 20 	 39
A3	C3	0	20	 20 	 39
A3	D	11	20	 20 	 39
A3	D3	1	20	 20 	 39
A3	E	11	20	 20 	 39
A3	E3	0	20	 20 	 39
A3	F	11	20	 20 	 39
A3	F3	0	20	 20 	 39
A3	G	11	20	 20 	 39
A3	H	11	20	 20 	 39
A3	H3	0	20	 20 	 39
A3	I	11	20	 20 	 39
A3	I3	0	20	 20 	 39
A3	J	11	20	 20 	 39
A3	K	11	20	 20 	 39
A3	L	1	20	 20 	 39
A3	M	11	20	 20 	 39
A3	N	1	20	 20 	 39
A3	T	11	20	 20 	 39
A3	U	11	20	 20 	 39
B	C	1	20	 20 	 39
B	C3	11	20	 20 	 39
B	D	0	20	 20 	 39
B	D3	12	20	 20 	 39
B	E	1	20	 20 	 39
B	E3	11	20	 20 	 39
B	F	0	20	 20 	 39
B	F3	11	20	 20 	 39
B	G	2	20	 20 	 39
B	H	1	20	 20 	 39
B	H3	11	20	 20 	 39
B	I	0	20	 20 	 39
B	I3	11	20	 20 	 39
B	J	0	20	 20 	 39
B	K	0	20	 20 	 39
B	L	12	20	 20 	 39
B	M	0	20	 20 	 39
B	N	12	20	 20 	 39
B	T	2	20	 20 	 39
B	U	1	20	 20 	 39
C	C3	11	20	 20 	 39
C	D	1	20	 20 	 39
C	D3	12	20	 20 	 39
C	E	0	20	 20 	 39
C	E3	11	20	 20 	 39
C	F	1	20	 20 	 39
C	F3	11	20	 20 	 39
C	G	1	20	 20 	 39
C	H	0	20	 20 	 39
C	H3	11	20	 20 	 39
C	I	1	20	 20 	 39
C	I3	11	20	 20 	 39
C	J	1	20	 20 	 39
C	K	1	20	 20 	 39
C	L	12	20	 20 	 39
