A	A3	31	51	 1 	 51
A	B	0	51	 1 	 51
A	C	2	51	 1 	 51
A	C3	32	51	 1 	 51
A	D	0	51	 1 	 51
A	D3	31	51	 1 	 51
A	E	20	51	 1 	 51
A	E3	30	51	 1 	 51
A	F	19	51	 1 	 51
A	F3	30	51	 1 	 51
A	G	22	51	 1 	 51
A	H	2	51	 1 	 51
A	H3	31	51	 1 	 51
A	I	19	51	 1 	 51
A	I3	31	51	 1 	 51
A	J	1	51	 1 	 51
A	K	19	51	 1 	 51
A	L	32	51	 1 	 51
A	M	1	51	 1 	 51
A	N	32	51	 1 	 51
A	T	21	51	 1 	 51
A	U	3	51	 1 	 51
A3	B	31	51	 1 	 51
A3	C	30	51	 1 	 51
A3	C3	1	51	 1 	 51
A3	D	31	51	 1 	 51
A3	D3	2	51	 1 	 51
A3	E	12	51	 1 	 51
A3	E3	1	51	 1 	 51
A3	F	12	51	 1 	 51
A3	F3	1	51	 1 	 51
A3	G	13	51	 1 	 51
A3	H	30	51	 1 	 51
A3	H3	1	51	 1 	 51
A3	I	12	51	 1 	 51
A3	I3	0	51	 1 	 51
A3	J	30	51	 1 	 51
A3	K	12	51	 1 	 51
A3	L	3	51	 1 	 51
A3	M	30	51	 1 	 51
A3	N	1	51	 1 	 51
A3	T	12	51	 1 	 51
A3	U	31	51	 1 	 51
B	C	2	51	 1 	 51
B	C3	32	51	 1 	 51
B	D	0	51	 1 	 51
B	D3	31	51	 1 	 51
B	E	20	51	 1 	 51
B	E3	30	51	 1 	 51
B	F	19	51	 1 	 51
B	F3	30	51	 1 	 51
B	G	22	51	 1 	 51
B	H	2	51	 1 	 51
B	H3	31	51	 1 	 51
B	I	19	51	 1 	 51
B	I3	31	51	 1 	 51
B	J	1	51	 1 	 51
B	K	19	51	 1 	 51
B	L	32	51	 1 	 51
B	M	1	51	 1 	 51
B	N	32	51	 1 	 51
B	T	21	51	 1 	 51
B	U	3	51	 1 	 51
C	C3	31	51	 1 	 51
C	D	2	51	 1 	 51
C	D3	32	51	 1 	 51
C	E	18	51	 1 	 51
C	E3	31	51	 1 	 51
C	F	19	51	 1 	 51
C	F3	31	51	 1 	 51
C	G	20	51	 1 	 51
C	H	0	51	 1 	 51
C	H3	31	51	 1 	 51
C	I	19	51	 1 	 51
C	I3	30	51	 1 	 51
C	J	1	51	 1 	 51
C	K	19	51	 1 	 51
C	L	33	51	 1 	 51
C	M	1	51	 1 	 51
C	N	31	51	 1 	 51
C	T	19	51	 1 	 51
C	U	1	51	 1 	 51
C3	D	32	51	 1 	 51
C3	D3	3	51	 1 	 51
C3	E	13	51	 1 	 51
C3	E3	2	51	 1 	 51
C3	F	13	51	 1 	 51
C3	F3	2	51	 1 	 51
C3	G	12	51	 1 	 51
C3	H	31	51	 1 	 51
C3	H3	2	51	 1 	 51
C3	I	13	51	 1 	 51
C3	I3	1	51	 1 	 51
C3	J	31	51	 1 	 51
C3	K	13	51	 1 	 51
C3	L	3	51	 1 	 51
C3	M	31	51	 1 	 51
C3	N	2	51	 1 	 51
C3	T	13	51	 1 	 51
C3	U	30	51	 1 	 51
D	D3	31	51	 1 	 51
D	E	20	51	 1 	 51
D	E3	30	51	 1 	 51
D	F	19	51	 1 	 51
D	F3	30	51	 1 	 51
D	G	22	51	 1 	 51
D	H	2	51	 1 	 51
D	H3	31	51	 1 	 51
D	I	19	51	 1 	 51
D	I3	31	51	 1 	 51
D	J	1	51	 1 	 51
D	K	19	51	 1 	 51
D	L	32	51	 1 	 51
D	M	1	51	 1 	 51
D	N	32	51	 1 	 51
D	T	21	51	 1 	 51
D	U	3	51	 1 	 51
D3	E	14	51	 1 	 51
D3	E3	1	51	 1 	 51
D3	F	14	51	 1 	 51
D3	F3	1	51	 1 	 51
D3	G	15	51	 1 	 51
D3	H	32	51	 1 	 51
D3	H3	2	51	 1 	 51
D3	I	14	51	 1 	 51
D3	I3	2	51	 1 	 51
D3	J	32	51	 1 	 51
D3	K	14	51	 1 	 51
D3	L	3	51	 1 	 51
D3	M	32	51	 1 	 51
D3	N	3	51	 1 	 51
D3	T	14	51	 1 	 51
D3	U	33	51	 1 	 51
E	E3	13	51	 1 	 51
E	F	1	51	 1 	 51
E	F3	13	51	 1 	 51
E	G	2	51	 1 	 51
E	H	18	51	 1 	 51
E	H3	13	51	 1 	 51
E	I	1	51	 1 	 51
E	I3	12	51	 1 	 51
E	J	19	51	 1 	 51
E	K	1	51	 1 	 51
E	L	15	51	 1 	 51
E	M	19	51	 1 	 51
E	N	13	51	 1 	 51
E	T	1	51	 1 	 51
E	U	19	51	 1 	 51
E3	F	13	51	 1 	 51
E3	F3	0	51	 1 	 51
E3	G	14	51	 1 	 51
E3	H	31	51	 1 	 51
E3	H3	1	51	 1 	 51
E3	I	13	51	 1 	 51
E3	I3	1	51	 1 	 51
E3	J	31	51	 1 	 51
E3	K	13	51	 1 	 51
E3	L	2	51	 1 	 51
E3	M	31	51	 1 	 51
E3	N	2	51	 1 	 51
E3	T	13	51	 1 	 51
E3	U	32	51	 1 	 51
F	F3	13	51	 1 	 51
F	G	3	51	 1 	 51
F	H	19	51	 1 	 51
F	H3	13	51	 1 	 51
F	I	0	51	 1 	 51
F	I3	12	51	 1 	 51
F	J	18	51	 1 	 51
F	K	0	51	 1 	 51
F	L	15	51	 1 	 51
F	M	18	51	 1 	 51
F	N	13	51	 1 	 51
F	T	2	51	 1 	 51
F	U	20	51	 1 	 51
F3	G	14	51	 1 	 51
F3	H	31	51	 1 	 51
F3	H3	1	51	 1 	 51
F3	I	13	51	 1 	 51
F3	I3	1	51	 1 	 51
F3	J	31	51	 1 	 51
F3	K	13	51	 1 	 51
F3	L	2	51	 1 	 51
F3	M	31	51	 1 	 51
F3	N	2	51	 1 	 51
F3	T	13	51	 1 	 51
F3	U	32	51	 1 	 51
G	H	20	51	 1 	 51
G	H3	14	51	 1 	 51
G	I	3	51	 1 	 51
G	I3	13	51	 1 	 51
G	J	21	51	 1 	 51
G	K	3	51	 1 	 51
G	L	15	51	 1 	 51
G	M	21	51	 1 	 51
G	N	14	51	 1 	 51
G	T	2	51	 1 	 51
G	U	19	51	 1 	 51
H	H3	31	51	 1 	 51
H	I	19	51	 1 	 51
H	I3	30	51	 1 	 51
H	J	1	51	 1 	 51
H	K	19	51	 1 	 51
H	L	33	51	 1 	 51
H	M	1	51	 1 	 51
H	N	31	51	 1 	 51
H	T	19	51	 1 	 51
H	U	1	51	 1 	 51
H3	I	13	51	 1 	 51
H3	I3	1	51	 1 	 51
H3	J	31	51	 1 	 51
H3	K	13	51	 1 	 51
H3	L	3	51	 1 	 51
H3	M	31	51	 1 	 51
H3	N	2	51	 1 	 51
H3	T	13	51	 1 	 51
H3	U	32	51	 1 	 51
I	I3	12	51	 1 	 51
I	J	18	51	 1 	 51
I	K	0	51	 1 	 51
I	L	15	51	 1 	 51
I	M	18	51	 1 	 51
I	N	13	51	 1 	 51
I	T	2	51	 1 	 51
I	U	20	51	 1 	 51
I3	J	30	51	 1 	 51
I3	K	12	51	 1 	 51
I3	L	3	51	 1 	 51
I3	M	30	51	 1 	 51
I3	N	1	51	 1 	 51
I3	T	12	51	 1 	 51
